mdf,ngram,features,fscore
40.0,2.0,5000.0,0.2742857142857143
40.0,3.0,5000.0,0.28888888888888886
50.0,1.0,5000.0,0.20481927710843373
50.0,2.0,5000.0,0.2352941176470588
50.0,3.0,5000.0,0.24561403508771928
60.0,1.0,5000.0,0.21556886227544908
60.0,2.0,5000.0,0.2222222222222222
60.0,3.0,5000.0,0.2222222222222222
70.0,1.0,5000.0,0.20118343195266272
70.0,2.0,5000.0,0.2325581395348837
70.0,3.0,5000.0,0.2235294117647059
80.0,1.0,5000.0,0.19999999999999998
80.0,2.0,5000.0,0.21176470588235294
80.0,3.0,5000.0,0.25287356321839083
90.0,1.0,5000.0,0.22093023255813954
90.0,2.0,5000.0,0.22093023255813954
90.0,3.0,5000.0,0.22093023255813954
100.0,1.0,5000.0,0.20238095238095236
100.0,2.0,5000.0,0.19161676646706588
100.0,3.0,5000.0,0.22093023255813954
1.0,1.0,5100.0,0.39593908629441626
1.0,2.0,5100.0,0.4292682926829268
1.0,3.0,5100.0,0.42718446601941745
5.0,1.0,5100.0,0.411764705882353
5.0,2.0,5100.0,0.43137254901960786
5.0,3.0,5100.0,0.43137254901960786
10.0,1.0,5100.0,0.4390243902439025
10.0,2.0,5100.0,0.4666666666666667
10.0,3.0,5100.0,0.47619047619047616
20.0,1.0,5100.0,0.34736842105263155
20.0,2.0,5100.0,0.3578947368421052
20.0,3.0,5100.0,0.3529411764705882
30.0,1.0,5100.0,0.2857142857142857
30.0,2.0,5100.0,0.30434782608695654
30.0,3.0,5100.0,0.30434782608695654
40.0,1.0,5100.0,0.2613636363636364
40.0,2.0,5100.0,0.2824858757062147
40.0,3.0,5100.0,0.27272727272727276
50.0,1.0,5100.0,0.20481927710843373
50.0,2.0,5100.0,0.24561403508771928
50.0,3.0,5100.0,0.2352941176470588
60.0,1.0,5100.0,0.21556886227544908
60.0,2.0,5100.0,0.2222222222222222
60.0,3.0,5100.0,0.21428571428571427
70.0,1.0,5100.0,0.18181818181818182
70.0,2.0,5100.0,0.2325581395348837
70.0,3.0,5100.0,0.2235294117647059
80.0,1.0,5100.0,0.19999999999999998
80.0,2.0,5100.0,0.25287356321839083
80.0,3.0,5100.0,0.25287356321839083
90.0,1.0,5100.0,0.22093023255813954
90.0,2.0,5100.0,0.22093023255813954
90.0,3.0,5100.0,0.22093023255813954
100.0,1.0,5100.0,0.22093023255813954
100.0,2.0,5100.0,0.22093023255813954
100.0,3.0,5100.0,0.20238095238095236
1.0,1.0,5200.0,0.38974358974358975
1.0,2.0,5200.0,0.4236453201970443
1.0,3.0,5200.0,0.42156862745098034
5.0,1.0,5200.0,0.411764705882353
5.0,2.0,5200.0,0.43137254901960786
5.0,3.0,5200.0,0.43137254901960786
10.0,1.0,5200.0,0.4411764705882353
10.0,2.0,5200.0,0.47393364928909953
10.0,3.0,5200.0,0.47619047619047616
20.0,1.0,5200.0,0.33862433862433866
20.0,2.0,5200.0,0.35978835978835977
20.0,3.0,5200.0,0.3529411764705882
30.0,1.0,5200.0,0.2777777777777778
30.0,2.0,5200.0,0.3060109289617486
30.0,3.0,5200.0,0.3135135135135135
40.0,1.0,5200.0,0.2543352601156069
40.0,2.0,5200.0,0.28888888888888886
40.0,3.0,5200.0,0.2824858757062147
50.0,1.0,5200.0,0.20481927710843373
50.0,2.0,5200.0,0.24561403508771928
50.0,3.0,5200.0,0.2352941176470588
60.0,1.0,5200.0,0.20481927710843373
60.0,2.0,5200.0,0.2222222222222222
60.0,3.0,5200.0,0.22485207100591717
70.0,1.0,5200.0,0.20118343195266272
70.0,2.0,5200.0,0.2325581395348837
70.0,3.0,5200.0,0.2325581395348837
80.0,1.0,5200.0,0.19999999999999998
80.0,2.0,5200.0,0.25287356321839083
80.0,3.0,5200.0,0.25287356321839083
90.0,1.0,5200.0,0.22093023255813954
90.0,2.0,5200.0,0.22093023255813954
90.0,3.0,5200.0,0.22093023255813954
100.0,1.0,5200.0,0.22093023255813954
100.0,2.0,5200.0,0.22093023255813954
100.0,3.0,5200.0,0.19161676646706588
1.0,1.0,5300.0,0.3877551020408163
1.0,2.0,5300.0,0.4236453201970443
1.0,3.0,5300.0,0.4158415841584159
5.0,1.0,5300.0,0.41747572815533973
5.0,2.0,5300.0,0.43137254901960786
5.0,3.0,5300.0,0.43137254901960786
10.0,1.0,5300.0,0.4390243902439025
10.0,2.0,5300.0,0.47393364928909953
10.0,3.0,5300.0,0.4834123222748814
20.0,1.0,5300.0,0.3333333333333333
20.0,2.0,5300.0,0.35978835978835977
20.0,3.0,5300.0,0.3645833333333333
30.0,1.0,5300.0,0.2777777777777778
30.0,2.0,5300.0,0.3060109289617486
30.0,3.0,5300.0,0.30434782608695654
40.0,1.0,5300.0,0.2643678160919541
40.0,2.0,5300.0,0.28888888888888886
40.0,3.0,5300.0,0.28888888888888886
50.0,1.0,5300.0,0.20481927710843373
50.0,2.0,5300.0,0.2352941176470588
50.0,3.0,5300.0,0.2352941176470588
60.0,1.0,5300.0,0.18404907975460125
60.0,2.0,5300.0,0.20359281437125748
60.0,3.0,5300.0,0.2222222222222222
70.0,1.0,5300.0,0.20118343195266272
70.0,2.0,5300.0,0.2325581395348837
70.0,3.0,5300.0,0.2222222222222222
80.0,1.0,5300.0,0.19999999999999998
80.0,2.0,5300.0,0.25287356321839083
80.0,3.0,5300.0,0.25287356321839083
90.0,1.0,5300.0,0.22093023255813954
90.0,2.0,5300.0,0.22093023255813954
90.0,3.0,5300.0,0.22093023255813954
100.0,1.0,5300.0,0.20238095238095236
100.0,2.0,5300.0,0.22093023255813954
100.0,3.0,5300.0,0.22093023255813954
1.0,1.0,5400.0,0.38974358974358975
1.0,2.0,5400.0,0.4390243902439025
1.0,3.0,5400.0,0.41379310344827586
5.0,1.0,5400.0,0.4134615384615385
5.0,2.0,5400.0,0.43137254901960786
5.0,3.0,5400.0,0.43137254901960786
10.0,1.0,5400.0,0.4423076923076923
10.0,2.0,5400.0,0.47393364928909953
10.0,3.0,5400.0,0.47619047619047616
20.0,1.0,5400.0,0.31693989071038253
20.0,2.0,5400.0,0.3578947368421052
20.0,3.0,5400.0,0.3645833333333333
30.0,1.0,5400.0,0.2857142857142857
30.0,2.0,5400.0,0.31016042780748665
30.0,3.0,5400.0,0.2967032967032967
40.0,1.0,5400.0,0.2711864406779661
40.0,2.0,5400.0,0.2905027932960894
40.0,3.0,5400.0,0.2905027932960894
50.0,1.0,5400.0,0.20481927710843373
50.0,2.0,5400.0,0.24561403508771928
50.0,3.0,5400.0,0.2352941176470588
60.0,1.0,5400.0,0.21556886227544908
60.0,2.0,5400.0,0.21428571428571427
60.0,3.0,5400.0,0.2222222222222222
70.0,1.0,5400.0,0.20118343195266272
70.0,2.0,5400.0,0.2222222222222222
70.0,3.0,5400.0,0.2325581395348837
80.0,1.0,5400.0,0.19999999999999998
80.0,2.0,5400.0,0.25287356321839083
80.0,3.0,5400.0,0.25287356321839083
90.0,1.0,5400.0,0.22093023255813954
90.0,2.0,5400.0,0.22093023255813954
90.0,3.0,5400.0,0.22093023255813954
100.0,1.0,5400.0,0.22093023255813954
100.0,2.0,5400.0,0.22093023255813954
100.0,3.0,5400.0,0.22093023255813954
1.0,1.0,5500.0,0.38144329896907214
1.0,2.0,5500.0,0.44660194174757284
1.0,3.0,5500.0,0.4158415841584159
5.0,1.0,5500.0,0.417910447761194
5.0,2.0,5500.0,0.43137254901960786
5.0,3.0,5500.0,0.4390243902439025
10.0,1.0,5500.0,0.4411764705882353
10.0,2.0,5500.0,0.47393364928909953
10.0,3.0,5500.0,0.47619047619047616
20.0,1.0,5500.0,0.3315508021390374
20.0,2.0,5500.0,0.35106382978723405
20.0,3.0,5500.0,0.3529411764705882
30.0,1.0,5500.0,0.2777777777777778
30.0,2.0,5500.0,0.3060109289617486
30.0,3.0,5500.0,0.3118279569892473
40.0,1.0,5500.0,0.24561403508771928
40.0,2.0,5500.0,0.2824858757062147
40.0,3.0,5500.0,0.28888888888888886
50.0,1.0,5500.0,0.22485207100591717
50.0,2.0,5500.0,0.24561403508771928
50.0,3.0,5500.0,0.2543352601156069
60.0,1.0,5500.0,0.20481927710843373
60.0,2.0,5500.0,0.2222222222222222
60.0,3.0,5500.0,0.2235294117647059
70.0,1.0,5500.0,0.20118343195266272
70.0,2.0,5500.0,0.20238095238095236
70.0,3.0,5500.0,0.21301775147928992
80.0,1.0,5500.0,0.19999999999999998
80.0,2.0,5500.0,0.25287356321839083
80.0,3.0,5500.0,0.25287356321839083
90.0,1.0,5500.0,0.22093023255813954
90.0,2.0,5500.0,0.2235294117647059
90.0,3.0,5500.0,0.22093023255813954
100.0,1.0,5500.0,0.22093023255813954
100.0,2.0,5500.0,0.22093023255813954
100.0,3.0,5500.0,0.22093023255813954
1.0,1.0,5600.0,0.38190954773869346
1.0,2.0,5600.0,0.44660194174757284
1.0,3.0,5600.0,0.42156862745098034
5.0,1.0,5600.0,0.4097560975609756
5.0,2.0,5600.0,0.4236453201970443
5.0,3.0,5600.0,0.43137254901960786
10.0,1.0,5600.0,0.4411764705882353
10.0,2.0,5600.0,0.47393364928909953
10.0,3.0,5600.0,0.47619047619047616
20.0,1.0,5600.0,0.35416666666666663
20.0,2.0,5600.0,0.35978835978835977
20.0,3.0,5600.0,0.3529411764705882
30.0,1.0,5600.0,0.2777777777777778
30.0,2.0,5600.0,0.2967032967032967
30.0,3.0,5600.0,0.3060109289617486
40.0,1.0,5600.0,0.2613636363636364
40.0,2.0,5600.0,0.2824858757062147
40.0,3.0,5600.0,0.2905027932960894
50.0,1.0,5600.0,0.20606060606060606
50.0,2.0,5600.0,0.2352941176470588
50.0,3.0,5600.0,0.2352941176470588
60.0,1.0,5600.0,0.22619047619047622
60.0,2.0,5600.0,0.21428571428571427
60.0,3.0,5600.0,0.22485207100591717
70.0,1.0,5600.0,0.20118343195266272
70.0,2.0,5600.0,0.20238095238095236
70.0,3.0,5600.0,0.2325581395348837
80.0,1.0,5600.0,0.19999999999999998
80.0,2.0,5600.0,0.24277456647398843
80.0,3.0,5600.0,0.25287356321839083
90.0,1.0,5600.0,0.2235294117647059
90.0,2.0,5600.0,0.22093023255813954
90.0,3.0,5600.0,0.22093023255813954
100.0,1.0,5600.0,0.22093023255813954
100.0,2.0,5600.0,0.22093023255813954
100.0,3.0,5600.0,0.22093023255813954
1.0,1.0,5700.0,0.3711340206185567
1.0,2.0,5700.0,0.4411764705882353
1.0,3.0,5700.0,0.4292682926829268
5.0,1.0,5700.0,0.4158415841584159
5.0,2.0,5700.0,0.43137254901960786
5.0,3.0,5700.0,0.43137254901960786
10.0,1.0,5700.0,0.4411764705882353
10.0,2.0,5700.0,0.47393364928909953
10.0,3.0,5700.0,0.47619047619047616
20.0,1.0,5700.0,0.3333333333333333
20.0,2.0,5700.0,0.3529411764705882
20.0,3.0,5700.0,0.3529411764705882
30.0,1.0,5700.0,0.27624309392265195
30.0,2.0,5700.0,0.3060109289617486
30.0,3.0,5700.0,0.3060109289617486
40.0,1.0,5700.0,0.2613636363636364
40.0,2.0,5700.0,0.2905027932960894
40.0,3.0,5700.0,0.28888888888888886
50.0,1.0,5700.0,0.20606060606060606
50.0,2.0,5700.0,0.2558139534883721
50.0,3.0,5700.0,0.2352941176470588
60.0,1.0,5700.0,0.2235294117647059
60.0,2.0,5700.0,0.21428571428571427
60.0,3.0,5700.0,0.22485207100591717
70.0,1.0,5700.0,0.20118343195266272
70.0,2.0,5700.0,0.2222222222222222
70.0,3.0,5700.0,0.20238095238095236
80.0,1.0,5700.0,0.19999999999999998
80.0,2.0,5700.0,0.25287356321839083
80.0,3.0,5700.0,0.25287356321839083
90.0,1.0,5700.0,0.22093023255813954
90.0,2.0,5700.0,0.20238095238095236
90.0,3.0,5700.0,0.22093023255813954
100.0,1.0,5700.0,0.22093023255813954
100.0,2.0,5700.0,0.22093023255813954
100.0,3.0,5700.0,0.19161676646706588
1.0,1.0,5800.0,0.38383838383838387
1.0,2.0,5800.0,0.4444444444444445
1.0,3.0,5800.0,0.4292682926829268
5.0,1.0,5800.0,0.411764705882353
5.0,2.0,5800.0,0.4236453201970443
5.0,3.0,5800.0,0.4236453201970443
10.0,1.0,5800.0,0.4411764705882353
10.0,2.0,5800.0,0.47393364928909953
10.0,3.0,5800.0,0.47619047619047616
20.0,1.0,5800.0,0.34554973821989526
20.0,2.0,5800.0,0.3529411764705882
20.0,3.0,5800.0,0.3529411764705882
30.0,1.0,5800.0,0.2857142857142857
30.0,2.0,5800.0,0.3135135135135135
30.0,3.0,5800.0,0.2967032967032967
40.0,1.0,5800.0,0.2613636363636364
40.0,2.0,5800.0,0.2905027932960894
40.0,3.0,5800.0,0.28888888888888886
50.0,1.0,5800.0,0.20481927710843373
50.0,2.0,5800.0,0.2352941176470588
50.0,3.0,5800.0,0.2352941176470588
60.0,1.0,5800.0,0.22619047619047622
60.0,2.0,5800.0,0.20359281437125748
60.0,3.0,5800.0,0.20359281437125748
70.0,1.0,5800.0,0.20118343195266272
70.0,2.0,5800.0,0.2325581395348837
70.0,3.0,5800.0,0.2222222222222222
80.0,1.0,5800.0,0.19999999999999998
80.0,2.0,5800.0,0.25287356321839083
80.0,3.0,5800.0,0.25287356321839083
90.0,1.0,5800.0,0.22093023255813954
90.0,2.0,5800.0,0.22093023255813954
90.0,3.0,5800.0,0.22093023255813954
100.0,1.0,5800.0,0.22093023255813954
100.0,2.0,5800.0,0.22093023255813954
100.0,3.0,5800.0,0.20238095238095236
1.0,1.0,5900.0,0.38999999999999996
1.0,2.0,5900.0,0.4401913875598087
1.0,3.0,5900.0,0.4236453201970443
5.0,1.0,5900.0,0.41545893719806765
5.0,2.0,5900.0,0.43137254901960786
5.0,3.0,5900.0,0.43137254901960786
10.0,1.0,5900.0,0.4411764705882353
10.0,2.0,5900.0,0.47393364928909953
10.0,3.0,5900.0,0.4834123222748814
20.0,1.0,5900.0,0.3404255319148936
20.0,2.0,5900.0,0.3645833333333333
20.0,3.0,5900.0,0.3529411764705882
30.0,1.0,5900.0,0.27932960893854747
30.0,2.0,5900.0,0.31016042780748665
30.0,3.0,5900.0,0.30434782608695654
40.0,1.0,5900.0,0.2628571428571429
40.0,2.0,5900.0,0.2742857142857143
40.0,3.0,5900.0,0.28888888888888886
50.0,1.0,5900.0,0.20481927710843373
50.0,2.0,5900.0,0.2352941176470588
50.0,3.0,5900.0,0.2352941176470588
60.0,1.0,5900.0,0.2235294117647059
60.0,2.0,5900.0,0.20359281437125748
60.0,3.0,5900.0,0.2222222222222222
70.0,1.0,5900.0,0.20238095238095236
70.0,2.0,5900.0,0.21301775147928992
70.0,3.0,5900.0,0.2235294117647059
80.0,1.0,5900.0,0.19999999999999998
80.0,2.0,5900.0,0.2222222222222222
80.0,3.0,5900.0,0.25287356321839083
90.0,1.0,5900.0,0.22093023255813954
90.0,2.0,5900.0,0.22093023255813954
90.0,3.0,5900.0,0.22093023255813954
100.0,1.0,5900.0,0.20238095238095236
100.0,2.0,5900.0,0.22093023255813954
100.0,3.0,5900.0,0.22093023255813954
1.0,1.0,6000.0,0.39800995024875624
1.0,2.0,6000.0,0.4423076923076923
1.0,3.0,6000.0,0.4158415841584159
5.0,1.0,6000.0,0.4158415841584159
5.0,2.0,6000.0,0.43137254901960786
5.0,3.0,6000.0,0.4390243902439025
10.0,1.0,6000.0,0.4411764705882353
10.0,2.0,6000.0,0.47393364928909953
10.0,3.0,6000.0,0.47619047619047616
20.0,1.0,6000.0,0.3333333333333333
20.0,2.0,6000.0,0.3529411764705882
20.0,3.0,6000.0,0.35978835978835977
30.0,1.0,6000.0,0.27624309392265195
30.0,2.0,6000.0,0.30434782608695654
30.0,3.0,6000.0,0.3135135135135135
40.0,1.0,6000.0,0.2613636363636364
40.0,2.0,6000.0,0.28888888888888886
40.0,3.0,6000.0,0.2824858757062147
50.0,1.0,6000.0,0.20481927710843373
50.0,2.0,6000.0,0.2352941176470588
50.0,3.0,6000.0,0.2352941176470588
60.0,1.0,6000.0,0.2235294117647059
60.0,2.0,6000.0,0.20359281437125748
60.0,3.0,6000.0,0.2222222222222222
70.0,1.0,6000.0,0.20118343195266272
70.0,2.0,6000.0,0.20238095238095236
70.0,3.0,6000.0,0.2235294117647059
80.0,1.0,6000.0,0.19999999999999998
80.0,2.0,6000.0,0.25287356321839083
80.0,3.0,6000.0,0.25287356321839083
90.0,1.0,6000.0,0.22093023255813954
90.0,2.0,6000.0,0.22093023255813954
90.0,3.0,6000.0,0.22093023255813954
100.0,1.0,6000.0,0.22093023255813954
100.0,2.0,6000.0,0.2235294117647059
100.0,3.0,6000.0,0.22093023255813954
1.0,1.0,6100.0,0.3939393939393939
1.0,2.0,6100.0,0.4423076923076923
1.0,3.0,6100.0,0.4292682926829268
5.0,1.0,6100.0,0.4097560975609756
5.0,2.0,6100.0,0.43137254901960786
5.0,3.0,6100.0,0.43137254901960786
10.0,1.0,6100.0,0.4390243902439025
10.0,2.0,6100.0,0.47393364928909953
10.0,3.0,6100.0,0.47619047619047616
20.0,1.0,6100.0,0.3404255319148936
20.0,2.0,6100.0,0.35978835978835977
20.0,3.0,6100.0,0.3529411764705882
30.0,1.0,6100.0,0.2777777777777778
30.0,2.0,6100.0,0.30434782608695654
30.0,3.0,6100.0,0.2967032967032967
40.0,1.0,6100.0,0.2628571428571429
40.0,2.0,6100.0,0.2905027932960894
40.0,3.0,6100.0,0.2905027932960894
50.0,1.0,6100.0,0.20481927710843373
50.0,2.0,6100.0,0.2352941176470588
50.0,3.0,6100.0,0.2352941176470588
60.0,1.0,6100.0,0.20481927710843373
60.0,2.0,6100.0,0.2222222222222222
60.0,3.0,6100.0,0.20359281437125748
70.0,1.0,6100.0,0.20118343195266272
70.0,2.0,6100.0,0.2325581395348837
70.0,3.0,6100.0,0.2325581395348837
80.0,1.0,6100.0,0.19999999999999998
80.0,2.0,6100.0,0.25287356321839083
80.0,3.0,6100.0,0.25287356321839083
90.0,1.0,6100.0,0.22093023255813954
90.0,2.0,6100.0,0.2222222222222222
90.0,3.0,6100.0,0.22093023255813954
100.0,1.0,6100.0,0.22093023255813954
100.0,2.0,6100.0,0.20238095238095236
100.0,3.0,6100.0,0.22093023255813954
1.0,1.0,6200.0,0.38999999999999996
1.0,2.0,6200.0,0.4401913875598087
1.0,3.0,6200.0,0.411764705882353
5.0,1.0,6200.0,0.41545893719806765
5.0,2.0,6200.0,0.43137254901960786
5.0,3.0,6200.0,0.43137254901960786
10.0,1.0,6200.0,0.4411764705882353
10.0,2.0,6200.0,0.47393364928909953
10.0,3.0,6200.0,0.47619047619047616
20.0,1.0,6200.0,0.3404255319148936
20.0,2.0,6200.0,0.3645833333333333
20.0,3.0,6200.0,0.35978835978835977
30.0,1.0,6200.0,0.2777777777777778
30.0,2.0,6200.0,0.3060109289617486
30.0,3.0,6200.0,0.3135135135135135
40.0,1.0,6200.0,0.2628571428571429
40.0,2.0,6200.0,0.2824858757062147
40.0,3.0,6200.0,0.2905027932960894
50.0,1.0,6200.0,0.20481927710843373
50.0,2.0,6200.0,0.2352941176470588
50.0,3.0,6200.0,0.24561403508771928
60.0,1.0,6200.0,0.22485207100591717
60.0,2.0,6200.0,0.2235294117647059
60.0,3.0,6200.0,0.20359281437125748
70.0,1.0,6200.0,0.20118343195266272
70.0,2.0,6200.0,0.20238095238095236
70.0,3.0,6200.0,0.2325581395348837
80.0,1.0,6200.0,0.18181818181818182
80.0,2.0,6200.0,0.25287356321839083
80.0,3.0,6200.0,0.25287356321839083
90.0,1.0,6200.0,0.22093023255813954
90.0,2.0,6200.0,0.20238095238095236
90.0,3.0,6200.0,0.2235294117647059
100.0,1.0,6200.0,0.22093023255813954
100.0,2.0,6200.0,0.22093023255813954
100.0,3.0,6200.0,0.22093023255813954
1.0,1.0,6300.0,0.38999999999999996
1.0,2.0,6300.0,0.4444444444444445
1.0,3.0,6300.0,0.430622009569378
5.0,1.0,6300.0,0.41545893719806765
5.0,2.0,6300.0,0.43137254901960786
5.0,3.0,6300.0,0.43137254901960786
10.0,1.0,6300.0,0.4411764705882353
10.0,2.0,6300.0,0.47393364928909953
10.0,3.0,6300.0,0.47619047619047616
20.0,1.0,6300.0,0.3404255319148936
20.0,2.0,6300.0,0.3529411764705882
20.0,3.0,6300.0,0.3578947368421052
30.0,1.0,6300.0,0.2857142857142857
30.0,2.0,6300.0,0.3060109289617486
30.0,3.0,6300.0,0.3060109289617486
40.0,1.0,6300.0,0.2613636363636364
40.0,2.0,6300.0,0.28888888888888886
40.0,3.0,6300.0,0.28888888888888886
50.0,1.0,6300.0,0.21556886227544908
50.0,2.0,6300.0,0.2352941176470588
50.0,3.0,6300.0,0.2352941176470588
60.0,1.0,6300.0,0.20481927710843373
60.0,2.0,6300.0,0.2222222222222222
60.0,3.0,6300.0,0.21428571428571427
70.0,1.0,6300.0,0.20118343195266272
70.0,2.0,6300.0,0.2325581395348837
70.0,3.0,6300.0,0.2235294117647059
80.0,1.0,6300.0,0.19999999999999998
80.0,2.0,6300.0,0.25287356321839083
80.0,3.0,6300.0,0.25287356321839083
90.0,1.0,6300.0,0.22093023255813954
90.0,2.0,6300.0,0.22093023255813954
90.0,3.0,6300.0,0.22093023255813954
100.0,1.0,6300.0,0.22093023255813954
100.0,2.0,6300.0,0.19161676646706588
100.0,3.0,6300.0,0.22093023255813954
1.0,1.0,6400.0,0.39195979899497485
1.0,2.0,6400.0,0.4444444444444445
1.0,3.0,6400.0,0.411764705882353
5.0,1.0,6400.0,0.417910447761194
5.0,2.0,6400.0,0.43137254901960786
5.0,3.0,6400.0,0.43137254901960786
10.0,1.0,6400.0,0.4411764705882353
10.0,2.0,6400.0,0.4615384615384615
10.0,3.0,6400.0,0.47619047619047616
20.0,1.0,6400.0,0.3404255319148936
20.0,2.0,6400.0,0.3529411764705882
20.0,3.0,6400.0,0.3578947368421052
30.0,1.0,6400.0,0.2857142857142857
30.0,2.0,6400.0,0.3060109289617486
30.0,3.0,6400.0,0.3135135135135135
40.0,1.0,6400.0,0.2643678160919541
40.0,2.0,6400.0,0.28888888888888886
40.0,3.0,6400.0,0.28888888888888886
50.0,1.0,6400.0,0.20481927710843373
50.0,2.0,6400.0,0.2543352601156069
50.0,3.0,6400.0,0.24561403508771928
60.0,1.0,6400.0,0.20481927710843373
60.0,2.0,6400.0,0.2222222222222222
60.0,3.0,6400.0,0.2222222222222222
70.0,1.0,6400.0,0.20118343195266272
70.0,2.0,6400.0,0.21301775147928992
70.0,3.0,6400.0,0.2235294117647059
80.0,1.0,6400.0,0.19999999999999998
80.0,2.0,6400.0,0.25287356321839083
80.0,3.0,6400.0,0.25287356321839083
90.0,1.0,6400.0,0.22093023255813954
90.0,2.0,6400.0,0.22093023255813954
90.0,3.0,6400.0,0.22093023255813954
100.0,1.0,6400.0,0.22093023255813954
100.0,2.0,6400.0,0.22093023255813954
100.0,3.0,6400.0,0.22093023255813954
1.0,1.0,6500.0,0.39800995024875624
1.0,2.0,6500.0,0.4444444444444445
1.0,3.0,6500.0,0.42307692307692313
5.0,1.0,6500.0,0.4158415841584159
5.0,2.0,6500.0,0.43137254901960786
5.0,3.0,6500.0,0.43137254901960786
10.0,1.0,6500.0,0.4444444444444445
10.0,2.0,6500.0,0.45933014354066987
10.0,3.0,6500.0,0.47619047619047616
20.0,1.0,6500.0,0.3333333333333333
20.0,2.0,6500.0,0.3529411764705882
20.0,3.0,6500.0,0.3645833333333333
30.0,1.0,6500.0,0.27932960893854747
30.0,2.0,6500.0,0.3060109289617486
30.0,3.0,6500.0,0.3135135135135135
40.0,1.0,6500.0,0.2613636363636364
40.0,2.0,6500.0,0.2824858757062147
40.0,3.0,6500.0,0.2921348314606741
50.0,1.0,6500.0,0.20481927710843373
50.0,2.0,6500.0,0.25287356321839083
50.0,3.0,6500.0,0.2352941176470588
60.0,1.0,6500.0,0.2235294117647059
60.0,2.0,6500.0,0.2222222222222222
60.0,3.0,6500.0,0.2235294117647059
70.0,1.0,6500.0,0.20118343195266272
70.0,2.0,6500.0,0.2235294117647059
70.0,3.0,6500.0,0.2325581395348837
80.0,1.0,6500.0,0.19999999999999998
80.0,2.0,6500.0,0.25287356321839083
80.0,3.0,6500.0,0.2222222222222222
90.0,1.0,6500.0,0.22093023255813954
90.0,2.0,6500.0,0.22093023255813954
90.0,3.0,6500.0,0.22093023255813954
100.0,1.0,6500.0,0.22093023255813954
100.0,2.0,6500.0,0.22093023255813954
100.0,3.0,6500.0,0.22093023255813954
1.0,1.0,6600.0,0.3939393939393939
1.0,2.0,6600.0,0.4423076923076923
1.0,3.0,6600.0,0.411764705882353
5.0,1.0,6600.0,0.417910447761194
5.0,2.0,6600.0,0.43137254901960786
5.0,3.0,6600.0,0.4390243902439025
10.0,1.0,6600.0,0.4411764705882353
10.0,2.0,6600.0,0.47393364928909953
10.0,3.0,6600.0,0.47619047619047616
20.0,1.0,6600.0,0.3404255319148936
20.0,2.0,6600.0,0.3645833333333333
20.0,3.0,6600.0,0.3578947368421052
30.0,1.0,6600.0,0.2777777777777778
30.0,2.0,6600.0,0.2967032967032967
30.0,3.0,6600.0,0.3135135135135135
40.0,1.0,6600.0,0.2711864406779661
40.0,2.0,6600.0,0.2824858757062147
40.0,3.0,6600.0,0.28888888888888886
50.0,1.0,6600.0,0.20481927710843373
50.0,2.0,6600.0,0.24561403508771928
50.0,3.0,6600.0,0.24561403508771928
60.0,1.0,6600.0,0.24418604651162795
60.0,2.0,6600.0,0.21428571428571427
60.0,3.0,6600.0,0.2222222222222222
70.0,1.0,6600.0,0.20118343195266272
70.0,2.0,6600.0,0.2222222222222222
70.0,3.0,6600.0,0.2325581395348837
80.0,1.0,6600.0,0.19999999999999998
80.0,2.0,6600.0,0.25287356321839083
80.0,3.0,6600.0,0.25287356321839083
90.0,1.0,6600.0,0.22093023255813954
90.0,2.0,6600.0,0.22093023255813954
90.0,3.0,6600.0,0.22093023255813954
100.0,1.0,6600.0,0.22093023255813954
100.0,2.0,6600.0,0.22093023255813954
100.0,3.0,6600.0,0.22093023255813954
1.0,1.0,6700.0,0.38383838383838387
1.0,2.0,6700.0,0.4444444444444445
1.0,3.0,6700.0,0.41951219512195115
5.0,1.0,6700.0,0.4097560975609756
5.0,2.0,6700.0,0.4236453201970443
5.0,3.0,6700.0,0.43137254901960786
10.0,1.0,6700.0,0.4411764705882353
10.0,2.0,6700.0,0.47393364928909953
10.0,3.0,6700.0,0.47619047619047616
20.0,1.0,6700.0,0.3333333333333333
20.0,2.0,6700.0,0.3529411764705882
20.0,3.0,6700.0,0.32786885245901637
30.0,1.0,6700.0,0.2857142857142857
30.0,2.0,6700.0,0.3060109289617486
30.0,3.0,6700.0,0.3135135135135135
40.0,1.0,6700.0,0.2628571428571429
40.0,2.0,6700.0,0.2742857142857143
40.0,3.0,6700.0,0.2824858757062147
50.0,1.0,6700.0,0.20481927710843373
50.0,2.0,6700.0,0.2352941176470588
50.0,3.0,6700.0,0.21556886227544908
60.0,1.0,6700.0,0.2235294117647059
60.0,2.0,6700.0,0.2222222222222222
60.0,3.0,6700.0,0.2222222222222222
70.0,1.0,6700.0,0.20118343195266272
70.0,2.0,6700.0,0.2325581395348837
70.0,3.0,6700.0,0.2222222222222222
80.0,1.0,6700.0,0.19999999999999998
80.0,2.0,6700.0,0.25287356321839083
80.0,3.0,6700.0,0.2325581395348837
90.0,1.0,6700.0,0.22093023255813954
90.0,2.0,6700.0,0.20238095238095236
90.0,3.0,6700.0,0.20238095238095236
100.0,1.0,6700.0,0.22093023255813954
100.0,2.0,6700.0,0.22093023255813954
100.0,3.0,6700.0,0.22093023255813954
1.0,1.0,6800.0,0.4019607843137255
1.0,2.0,6800.0,0.4380952380952381
1.0,3.0,6800.0,0.41951219512195115
5.0,1.0,6800.0,0.417910447761194
